age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
43,M,407,En Couple,2,false,6373 GI 31
19,F,228,Célibataire,0,false,4496 KX 98
60,F,786,Célibataire,0,false,2606 GP 84
19,M,500,En Couple,2,false,650 CY 15
50,F,594,En Couple,0,false,9675 FA 93
30,M,792,Célibataire,0,false,1910 RJ 63
31,M,491,En Couple,1,false,7216 QX 72
52,M,712,Seule,3,false,4112 ZU 86
35,M,435,En Couple,3,false,9411 VM 82
21,M,169,Célibataire,0,false,9817 UA 70
25,F,431,Célibataire,0,false,5053 RA 79
53,M,1144,En Couple,3,false,6931 DV 82
51,M,230,En Couple,2,false,8969 IM 77
29,M,534,En Couple,2,false,3040 DQ 63
65,F,583,Seule,2,false,6084 RG 13
53,F,537,En Couple,0,false,374 XB 23
22,M,192,Célibataire,0,false,8523 KU 15
35,F,165,En Couple,0,false,2269 XU 60
56,M,189,En Couple,3,true,7951 SF 70
27,M,161,En Couple,0,true,1102 EP 54
80,M,200,En Couple,0,false,99 CK 30
57,F,405,Célibataire,0,false,3574 MH 93
67,M,471,En Couple,4,false,9356 XQ 43
49,F,577, ,0,false,7456 GG 72
78,M,494,Célibataire,0,false,6304 YL 17
74,F,515,En Couple,0,false,3182 LZ 36
37,M,1024,En Couple,1,false,4807 NS 49
51,F,511,En Couple,4,false,9665 RP 34
28,M,588,Célibataire,0,false,7885 PR 49
57,F,574,En Couple,4,false,1483 IV 94
22,M,964,Célibataire,0,false,5053 UE 23
42,M,429,En Couple,2,false,5812 GG 72
56,M,1183,En Couple,3,false,5319 AR 63
74,M,591,En Couple,2,false,4482 JR 97
47,M,167,Célibataire,0,false,7722 HQ 84
45,M,571,En Couple,2,false,7518 NT 95
39,M,596,En Couple,4,false,5898 XH 54
38,M,437,En Couple,1,false,4821 EN 19
30,M,575,Célibataire,0,false,5674 ZE 63
38,F,1133,En Couple,4,true,9124 KF 18
20,F,964,Célibataire,0,false,8979 FO 77
39,F,538,En Couple,2,false,5403 CS 67
55,F,180,Célibataire,0,false,8731 CN 36
62,M,402,Célibataire,0,false,619 XF 35
55,M,573,En Couple,4,true,814 RQ 55
40, ,588,En Couple,0,false,8199 PN 23
77,M,1080,En Couple,4,false,6344 JA 29
58,M,572,Marié(e),0,false,2630 HS 43
25,F,528,En Couple,1,false,4137 GS 62
71,M,737,En Couple,1,false,7967 OU 50
82,M,836,En Couple,2,false,7503 IT 81
26,F,1291,En Couple,4,true,4603 ZV 34
84,M,805,En Couple,1,false,5998 YS 11
40,M,190,En Couple,1,false,7989 VU 80
52,M,885,Seule,1,false,5755 EY 29
33,F,413,En Couple,2,false,77 DA 40
49,M,1238,En Couple,2,true,3564 QX 96
22,F,506,En Couple,4,false,9120 BY 64
26,M,550,En Couple,1,false,7209 SF 13
26,M,586,En Couple,0,false,8241 HU 36
40,M,169,Célibataire,0,false,4814 SY 56
77,M,768,En Couple,2,false,8755 JH 12
43,F,572,Célibataire,0,false,534 GC 11
58,M,525,En Couple,1,false,3852 ME 84
37,F,230,En Couple,4,false,9457 NK 68
18,M,1275,Célibataire,0,false,8804 UN 89
79,M,725,Célibataire,0,false,270 LP 12
40,M,1191,En Couple,0,false,5699 AD 91
73,M,405,En Couple,2,false,3297 JU 39
32,M,244,En Couple,0,false,2997 HE 18
31,M,1223,En Couple,4,false,4302 WX 53
40,M,805,En Couple,2,true,3753 ME 12
21,F,502,En Couple,2,false,7771 CE 48
46,M,207,Célibataire,0,false,1165 KS 41
73,F,553,En Couple,2,false,6049 NF 92
49,F,413,Célibataire,0,false,5380 PV 97
24,M,864,En Couple,3,false,7964 QK 49
25,M,1098,Célibataire,0,false,2944 WU 48
32,M,931,En Couple,2,false,2982 YN 16
59,F,862,Célibataire,0,false,1495 VK 71
46,F,532,En Couple,0,false,6975 LE 67
55,M,529,En Couple,0,false,8049 NP 94
79,M,552,Célibataire,0,false,1127 KB 82
51,M,713,Célibataire,0,false,279 GC 82
39,F,572,En Couple,1,false,3794 ML 97
67,M,700,En Couple,2,false,1062 BM 89
39,M,524,Célibataire,0,false,5491 DW 97
27,M,423,Célibataire,0,false,4938 TK 13
65,M,157,En Couple,4,false,592 AC 64
31,F,425,Célibataire,0,false,1987 AB 15
58,F,832,En Couple,2,false,6804 DR 33
43,M,1149,En Couple,1,false,5874 PD 97
27,M, ,En Couple,1,false,6663 FF 77
19,M,1334,En Couple,3,false,5580 CC 67
45,M,769,En Couple,4,false,9992 ZD 69
43,F,566,Seule,2,false,757 VJ 69
31,M,172,En Couple,1,true,8627 CO 67
73,M,413,En Couple,4,false,8630 PT 76
50,F,249,En Couple,2,false,3083 UG 93
-1,M,400,En Couple,1,false,9512 LH 98
29,M,595,En Couple,0,false,2993 XK 98
37,Masculin,420,En Couple,4,false,5414 UX 84
66,F,831,Célibataire,0,false,3641 KM 17
18,M,546,En Couple,4,false,350 DR 17
22,M,536,En Couple,2,true,8188 EC 24
20,M,162,En Couple,4,false,6112 DG 85
54,M,412,En Couple,1,false,8816 QD 90
29,F,206,Célibataire,0,false,1933 BK 52
39,M,551,En Couple,2,false,3025 CR 36
22,F,525,En Couple,4,false,4696 PI 54
36,M,1183,En Couple,4,false,1420 PA 92
79,F,476,En Couple,3,false,7960 AM 94
46,M,565,En Couple,3,false,3118 OJ 30
28,F,558,Célibataire,0,false,2900 HQ 56
41,M,424,En Couple,2,false,88 CA 49
60,M,164,En Couple,0,false,5573 PB 57
26,F,404,En Couple,3,false,6862 BK 97
22,F,494,Célibataire,0,false,8599 NI 64
76,F,204,Célibataire,0,false,8578 IZ 29
53,F,443,En Couple,3,true,151 RX 84
67,F,717,En Couple,1,true,813 SA 49
19,M,485,En Couple,1,false,3397 NT 28
25,M,1320,En Couple,3,false,6775 BP 69
63,M,241,Seule,1,false,1604 GD 69
27,F,575,Célibataire,0,false,345 VF 47
36,M,458,En Couple,1,false,6869 DP 95
64,M,1046,Célibataire,0,false,9474 IZ 66
76,F,719,Célibataire,0,false,1151 MV 21
50,M,443,Célibataire,0,false,3710 BC 87
53,F,161,En Couple,2,false,8521 GV 35
47,M,1121,En Couple,2,false,864 GM 66
23,F,1356,En Couple,3,false,9037 RC 54
30,F,425,En Couple,3,false,4649 WP 76
18,M,207,En Couple,2,false,3255 CZ 32
65,M,163,En Couple,3,false,4478 YR 15
45,M,1235,En Couple,2,false,8596 OR 85
19,F,1317,En Couple,0,false,4181 XZ 11
20,M,786,En Couple,0,false,5779 OZ 83
76,M,476,En Couple,4,false,1064 MR 41
27,M,400,En Couple,1,false,6214 IN 71
83,F,590,En Couple,0,true,2192 UE 10
82,F,596,En Couple,0,false,5345 NA 64
62,M,421,En Couple,0,false,5034 SP 35
22,M,540,En Couple,2,false,7978 AC 31
53,F,240,En Couple,1,false,8693 GL 97
28,F,1377,En Couple,0,false,4327 ND 14
52,M,729,Célibataire,0,false,2002 EX 12
53,M,213,En Couple,1,false,4482 XP 43
36,M,443,Célibataire,0,false,6130 BK 58
50,Masculin,986,En Couple,3,false,3000 SX 64
36,M,567,Célibataire,0,false,8811 MH 62
43,M,192,Marié(e),2,false,7365 QI 58
45,F,763,En Couple,4,false,9971 TE 43
18,M,510,Célibataire,0,false,9529 OJ 34
61,M,1043,Célibataire,0,false,7010 BQ 61
41, ,1001,En Couple,1,true,7781 FN 91
40,M,580,En Couple,3,false,9828 CL 54
24,M,459,En Couple,1,false,2734 ZG 38
40,F,427,En Couple,0,true,1924 EJ 30
36,M,430,En Couple,2,true,5417 QA 89
58,M,575,En Couple,2,false,1938 FP 76
24,F,1190,Célibataire,0,false,6141 QU 67
62,M,926,En Couple,0,false,9966 KI 97
67,M,161,En Couple,0,false,9828 BF 39
68,M,863,En Couple,2,false,7194 YQ 13
80,F,504,En Couple,4,true,6921 RJ 33
37,M,410,En Couple,0,false,1258 DZ 88
40,M,447,En Couple,1,false,6154 ZH 56
36,M,1072,En Couple,4,false,8199 IY 56
59,F,787,En Couple,2,false,1943 NX 18
30,F,500,En Couple,2,false,4359 XS 30
19,M,834,En Couple,2,false,8273 PZ 82
56,F,569,En Couple,1,true,8535 ZW 30
24,M,492,En Couple,1,false,11 LZ 67
57,M,548,Célibataire,0,false,4929 SA 19
27,F,570,En Couple,2,false,6764 SL 60
33,F,582,Célibataire,0,false,4245 WZ 86
76,M,488,En Couple,0,false,811 YC 11
80,Femme,424,En Couple,1,false,2372 PQ 26
75,M,905,En Couple,3,false,929 MT 53
47,F,528,En Couple,2,true,6207 KG 25
83,M,1391,Célibataire,0,false,6746 QN 59
54,M,1340,En Couple,0,true,3532 FF 88
42,M,824,Célibataire,0,false,6067 LL 25
20,M,220,En Couple,3,false,7665 BV 83
32,F,1288,Seule,3,false,5421 EU 35
63,M,413,En Couple,2,false,230 HP 85
18,M,440,En Couple,3,true,7080 TK 41
40,M,241,En Couple,0,false,8615 TI 25
33,F,228,En Couple,1,true,3736 QW 21
74,M,839,En Couple,4,false,9664 AB 43
53,F,582,En Couple,1,false,8595 YB 91
29,F,452,En Couple,2,false,5726 GA 17
78,M,728,Célibataire,0,false,4801 RS 74
64,M,494,Célibataire,0,false,1812 SH 28
25,F,968,En Couple,-1,false,6394 MW 22
57,F,1104,En Couple,0,false,8595 OJ 12
42,M,150,Seule,3,false,9515 XO 28
65,F,1005,En Couple,4,false,2816 FU 34
29,M,485,Célibataire,0,false,5681 EY 60
77,M,235,Célibataire,0,false,6497 YI 53
39,F,583,En Couple,4,false,571 QB 31
33,M,1102,En Couple,2,false,3936 HI 50
45,M,400,En Couple,0,true,2923 ZB 31
52,M,594,En Couple,0,false,2726 IQ 18
37,M,1218,En Couple,4,false,533 QK 11
47,M,464,Seul,0,false,7824 RC 84
64,M,730,En Couple,2,false,2287 WP 27
39,M,468,Célibataire,0,false,3565 FN 30
21,M,532,En Couple,1,false,1807 PM 19
24,F,554,En Couple,3,false,1662 NN 26
42,F,1213,En Couple,0,false,7648 FW 18
44,M,158,Célibataire,0,false,1508 RR 18
18,Masculin,534,En Couple,2,false,8460 ZZ 72
69,F,190,Célibataire,0,false,3413 XV 84
26,M,197,Célibataire,0,false,3426 RO 34
65,M,599,En Couple,1,true,8071 ZS 31
31,M,1298,En Couple,0,false,3873 KB 49
47,M,729,Célibataire,0,false,2707 LL 64
53,M,546,En Couple,4,false,1387 XO 89
31,M,553,En Couple,2,false,9523 QA 45
82,M,453,En Couple,2,false,2483 FB 31
40,F,472,Seule,1,false,9699 VG 18
46,F,1112,Célibataire,0,false,3742 JJ 94
56,M,242,En Couple,3,false,3395 RV 16
51,M,1106,Célibataire,0,false,7765 DB 64
79,M,521,En Couple,4,false,9026 OD 68
23,F,500,En Couple,0,false,8273 JC 77
62,M,537,En Couple,0,true,4692 HP 47
56,M,982,En Couple,0,false,2909 LX 32
44,F,929,Célibataire,0,false,253 UE 32
55,M,1162,En Couple,4,false,4664 II 38
55,F,245,Célibataire,0,false,7028 WY 31
38,M,757,Célibataire,0,false,8959 WY 51
26,M,1238,En Couple,0,true,2928 LG 19
47,M,484,En Couple,0,false,1350 AO 23
40,F,448,En Couple,2,false,3758 AQ 29
23,M,?,En Couple,1,true,6128 PW 35
30,M,247,Célibataire,0,false,7720 AK 91
26,M,484,Célibataire,0,false,6738 NN 61
65,F,584,Seule,1,false,7118 IY 22
28,M,557,En Couple,4,false,9348 FR 87
43,M,1180,En Couple,2,false,7777 MP 21
60,M,499,Célibataire,0,false,6847 RJ 66
54,M,1156,En Couple,0,true,3330 GK 59
30,M,593,En Couple,2,true,2751 AZ 40
77,F,150,En Couple,1,false,5879 ZO 19
47,M,496,En Couple,2,false,1297 LU 68
65,F,729,En Couple,0,false,9718 JZ 63
54,M,531,En Couple,2,false,6102 VP 15
36,M,1263,En Couple,3,false,3096 AJ 62
22,M,1280,En Couple,0,false,9758 KE 83
54,M,1392,En Couple,2,false,4455 MU 42
66,M,192,En Couple,2,false,638 UC 26
39,M,229,En Couple,1,false,1615 YA 59
58,F,940,En Couple,3,false,7178 WX 60
69,M,572,En Couple,2,true,3408 NW 39
66,F,880,En Couple,4,true,7146 RU 27
48,F,502,En Couple,2,false,1562 XY 37
33,M,557,En Couple,1,true,6217 BR 59
23,M,1069,Célibataire,0,false,2623 SU 22
22,M,576,Célibataire,0,false,9344 EJ 35
76,F,223,En Couple,4,false,1316 PW 51
41,F,585,En Couple,0,false,6079 MG 49
57,M,459,En Couple,2,false,7455 BR 48
47,M,581,En Couple,4,false,3557 HN 36
52,M,1196,Célibataire,0,false,8634 XQ 95
44,M,491,En Couple,1,false,1762 DX 97
79,F,1191,En Couple,2,false,478 EI 78
64,F,436,En Couple,1,false,4043 VX 62
21,M,509,Célibataire,0,false,1080 BR 34
49,M,571,En Couple,3,false,4614 TL 54
28,M,528,Célibataire,0,false,1816 SI 36
49,M,838,Célibataire,0,false,5993 ZN 70
39,M,521,Célibataire,0,false,9484 PK 15
53,M,970,Célibataire,0,false,9103 LB 30
32,M,1285,En Couple,0,true,9625 DM 19
49,M,1223,En Couple,0,false,9922 HW 25
53,M,549,Célibataire,0,false,1234 WP 60
55,M,1082,Célibataire,0,false,3233 PB 96
74,M,563,En Couple,2,true,670 UV 95
51,F,1286,Célibataire,0,false,3339 HF 30
58,M,157,En Couple,3,false,2214 RA 62
80,M,444,Célibataire,0,false,9074 ZU 29
53,M,1068,Seule,3,false,531 BS 39
36,M,599,Célibataire,0,false,4169 QE 27
36,M,583,En Couple,2,false,3700 ES 60
30,M,578,Célibataire,0,false,7382 WE 93
39,M,564,En Couple,3,false,6038 PQ 71
30,F,536,En Couple,0,false,9968 JZ 20
30,M,507,En Couple,2,false,6473 UJ 35
59,M,1388,En Couple,3,false,9201 UE 43
47,M,551,Célibataire,0,false,4241 PJ 26
61,M,467,Célibataire,0,false,324 RR 59
25,M,214,Célibataire,0,false,3810 AR 40
19,M,536,En Couple,4,true,9047 JU 34
37,F,886,En Couple,0,false,3043 IE 11
70,M,435,En Couple,3,false,746 XY 48
24,M,594,Divorcée,2,false,5803 TH 36
21,Homme,476,En Couple,2,false,1934 US 55
20,M,1303,En Couple,2,true,2311 PF 73
22,F,572,En Couple,2,false,2103 FP 58
23,F,151,En Couple,2,false,3905 VG 50
41,M,460,En Couple,1,false,7834 FO 98
26,F,188,En Couple,2,true,3498 IC 89
43,M,414,En Couple,4,false,5487 AD 78
18,M,763,En Couple,3,true,6192 UM 23
77,M,159,En Couple,3,false,7663 BE 74
48,M,416,Célibataire,0,false,184 BQ 81
57,F,999,Célibataire,0,false,8518 AW 96
25,M,220,En Couple,0,false,7845 JN 19
25,M,817,Célibataire,0,false,7970 ZB 67
45,F,462,Célibataire,0,false,6542 HS 29
50,M,1079,En Couple,1,false,7489 DE 87
33,M,419,En Couple,2,false,6460 VD 33
83,F,241,Célibataire,0,false,9287 LX 86
83,M,231,Célibataire,0,false,2568 IZ 85
41,M,599,Célibataire,0,false,1301 NA 94
28,F,1266,Célibataire,0,false,7313 YB 45
32,M,157,En Couple,1,false,8354 EH 63
70,M,587,En Couple,4,false,2196 VA 71
45,M,597,Célibataire,0,false,5302 SI 19
40,M,584,En Couple,1,false,8641 YE 24
56,F,1245,En Couple,2,true,3321 WY 25
45,M,543,En Couple,0,false,2252 KN 21
22,F,1107,En Couple,1,false,920 CM 15
46,F,835,En Couple,0,false,9850 XE 77
32,M,1098,En Couple,1,true,7728 ZP 75
26,F,931,En Couple,3,false,4671 UE 39
82,F,1017,Seule,2,false,7504 ZY 49
25,F,765,En Couple,4,false,5606 GJ 21
23,M,852,Célibataire,0,false,2571 QV 81
20,M,467,Célibataire,0,false,4440 OZ 40
21,F,506,?,3,false,8419 AD 20
22,M,1090,En Couple,4,false,4211 OY 32
23,M,236,Célibataire,0,false,2879 XA 51
26,M,1093,En Couple,1,false,356 JU 17
60,M,774,En Couple,1,false,5301 MC 29
54,M,951,En Couple,2,false,6781 PQ 16
35,M,598,Célibataire,0,false,6400 GY 72
39,M,591,En Couple,0,false,7359 FH 40
72,F,205,En Couple,4,false,5978 YY 72
84,F,471,En Couple,0,false,1104 PW 41
77,M,562,En Couple,4,false,1843 MH 80
23,M,1389,En Couple,1,false,5686 HB 65
30,M,502,En Couple,1,true,4616 TB 77
40,M,818,En Couple,2,true,298 OV 50
57,M,197,Célibataire,0,false,1372 TH 21
18,M,973,En Couple,2,false,1094 TO 16
36,M,552,En Couple,4,false,1410 QK 26
21,M,201,Célibataire,0,false,5719 VU 76
33,M,547,En Couple,2,true,7567 FV 97
63,F,1111,Célibataire,0,false,6858 CN 20
63,M,488,En Couple,0,false,332 SY 70
48,M,166,Célibataire,0,false,5010 OV 97
22,M,218,En Couple,0,true,1506 EG 23
37,M,595,En Couple,0,false,6336 QJ 20
50,M,583,En Couple,0,false,7725 JD 52
22,F,247,En Couple,3,false,1161 BU 26
45,M,475,En Couple,1,true,5625 HM 10
58,M,574,Marié(e),3,false,4020 UH 60
62,M,1191,En Couple,1,false,4759 AR 64
28,M,848,Célibataire,0,false,2569 ST 54
36,M,401,En Couple,3,false,7144 RV 83
26,M,170,En Couple,2,false,5826 CW 79
20,M,1396,En Couple,0,true,2176 HD 56
21,F,1132,En Couple,0,true,5453 NC 17
73,F,548,Célibataire,0,false,3204 UG 17
29,M,438,Célibataire,0,false,6359 MP 59
30,M,506,En Couple,0,false,940 NN 84
46,M,1302,En Couple,0,true,3970 VP 46
70,F,788,Seule,3,false,4113 CI 12
82,M,594,En Couple,4,false,5839 AL 31
18,F,558,Célibataire,0,false,3887 EU 50
46,F,534,En Couple,4,false,372 NJ 51
21,M,233,En Couple,4,true,2276 GI 16
77,M,575,En Couple,3,true,2615 AV 83
21,M,577,En Couple,0,false,2767 GB 62
23,M,188,En Couple,1,false,3329 EL 87
20,M,521,En Couple,2,true,5281 IJ 22
65,M,188,Seule,3,false,7532 LU 54
22,M,241,En Couple,3,false,1087 VU 40
42,M,1202,En Couple,4,false,7509 ED 36
54,F,846,En Couple,2,false,5805 HF 70
23,M,495,Célibataire,0,false,5194 OK 36
62,M,208,En Couple,1,false,9251 AJ 57
63,F,1082,En Couple,0,false,9899 BH 55
57,M,576,Célibataire,0,false,4300 OG 67
75,M,1298,En Couple,0,false,9276 FV 48
20,M,1172,Célibataire,0,false,3154 LW 80
66,M,595,En Couple,0,false,4273 XW 35
-1,M,505,En Couple,0,false,9891 NS 68
34,F,1015,En Couple,4,false,4289 BB 16
24,M,547,En Couple,4,false,878 DS 89
27,M,207,En Couple,3,false,7188 SX 57
54,M,175,En Couple,1,false,4310 GV 43
50,F,430,En Couple,2,true,4388 AB 35
37,M,457,En Couple,2,true,1453 PP 24
55,F,249,En Couple,2,true,2655 KP 53
53,M,477,En Couple,0,true,9082 QS 50
23,F,466,En Couple,1,false,82 WV 54
75,M,159,En Couple,2,false,6595 OZ 57
54,M,700,En Couple,3,false,5855 GU 58
47,M,414,Célibataire,0,false,9779 IJ 59
47,M,402,Célibataire,0,false,7832 SQ 67
34,M,549,En Couple,1,false,5925 HF 41
36,M,513,En Couple,2,false,641 NU 47
75,M,447,En Couple,0,false,1142 XJ 86
59,M,224,En Couple,0,false,481 DX 89
49,M,911,En Couple,4,true,7350 YT 44
64,M,417,Célibataire,0,false,2769 OA 47
52,F,1207,En Couple,1,false,1543 DJ 66
75,F,589,Célibataire,0,false,3035 CT 57
76,M,514,En Couple,2,false,3980 XR 75
21,M,471,En Couple,2,false,1787 OT 11
54,M,402,En Couple,4,false,3227 OG 74
57,M,438,En Couple,2,false,1393 YK 17
24,M,1181,En Couple,3,false,7563 HP 66
20,F,169,Seule,1,false,9245 MX 54
80,F,1020,En Couple,3,false,8630 WZ 16
48,M,599,En Couple,2,false,7681 LC 31
41,F,414,En Couple,4,false,695 MV 50
23,F,239,En Couple,3,false,2994 KZ 70
19,M,525,En Couple,0,false,7517 SY 57
60,M,842,En Couple,0,false,8087 YD 23
53,F,580,Célibataire,0,false,1382 ZF 32
81,M,220,En Couple,0,false,3816 AY 87
43,F,1066,En Couple,2,false,7748 JU 49
25,F,1215,En Couple,1,false,3135 LN 12
25,M,483,En Couple,4,true,4011 PW 29
46,M,404,En Couple,0,false,4890 IW 44
43,M,532,En Couple,1,false,4608 YD 56
25,F,481,Célibataire,0,false,1782 KJ 71
43,M,238,En Couple,2,false,395 RN 29
84,F,576,Célibataire,0,false,3925 EN 61
19,M,465,En Couple,0,false,501 FY 35
71,M,469,En Couple,4,false,7433 RN 87
75,M,592,En Couple,2,false,1226 RV 87
39,F,549,Célibataire,0,false,422 IQ 35
56,M,248,Seule,1,false,2712 QT 90
82,M,182,Célibataire,0,false,1795 OR 16
38,M,1122,En Couple,0,false,2606 DI 25
42,M,736,En Couple,4,false,5929 LR 76
43,F,1068,Célibataire,0,false,1917 XE 45
24,M,821,En Couple,0,true,146 FY 95
73,M,1031,En Couple,0,false,7802 QF 69
37,Homme,207,Célibataire,0,false,3482 WG 84
20,M,201,Célibataire,0,false,969 JV 42
52,M,242,Célibataire,0,false,337 KZ 44
63,M,581,En Couple,1,true,979 AH 73
23,M,487,Célibataire,0,false,5911 IQ 10
53,F,405,En Couple,4,false,6705 NL 12
84,F,509,Célibataire,0,false,7166 VA 41
76,M,211,Célibataire,0,false,2861 SB 98
37,F,1371,En Couple,1,true,3723 GC 48
42,M,522,En Couple,4,false,7751 FH 71
28,F,454,En Couple,1,false,6389 LH 31
30,M,173,Seule,1,false,4190 FX 65
44,F,486,Célibataire,0,false,6788 NS 14
83,M,178,En Couple,0,true,6819 BG 46
27,M,488,En Couple,3,false,7234 MF 83
36,M,958,Célibataire,0,false,4297 YR 85
82,F,400,En Couple,2,false,9645 FC 41
48,M,207,Célibataire,0,false,9303 WL 94
47,M,242,Célibataire,0,false,2227 DJ 29
55,M,805,Seule,2,false,6003 GU 33
50,M,458,En Couple,4,false,4595 GW 72
46,Masculin,1065,En Couple,2,false,3112 UB 51
65,M,871,En Couple,2,false,3106 CB 88
51,M,1067,En Couple,2,false,1521 KB 19
29,F,584,Célibataire,0,false,7059 IA 97
78,M,212,En Couple,3,true,8907 GR 49
45,F,239,Seul,0,false,909 AV 15
81,M,1258,Divorcée,3,false,4150 WL 43
24,M,225,Célibataire,0,false,1881 IF 49
31,F,793,En Couple,2,true,8292 FH 25
45,M,599,En Couple,1,true,1633 QR 56
51,M,498,Seule,3,false,9576 XY 87
65,M,588,En Couple,2,false,3938 RZ 36
21,F,166,En Couple,1,false,984 JF 39
55,M,225,En Couple,2,false,5482 BJ 75
39,M,440,Célibataire,0,false,8779 XR 62
58,M,168,En Couple,4,false,6634 FA 88
22,M,157,Célibataire,0,false,7612 WP 95
23,M,1238,En Couple,1,false,9428 CS 35
21,?,536,Seule,3,false,5492 CP 74
41,M,533,En Couple,4,false,5101 YY 21
20,F,406,En Couple,2,false,5587 LL 53
61,M,415,En Couple,0,false,9132 WD 60
29,M,512,En Couple,1,false,7575 EA 76
42,F,499,Célibataire,0,false,4793 DQ 73
57,M,932,En Couple,4,true,866 AR 21
52,F,453,En Couple,3,false,7438 UQ 93
41,M,1251,En Couple,0,false,1400 RJ 39
41,M,430,En Couple,2,false,4361 OC 90
75,M,151,En Couple,3,true,9710 PR 32
62,M,517,En Couple,1,true,3415 ZQ 76
65,M,426,En Couple,1,false,3276 QB 36
19,M,451,Célibataire,0,false,2634 UQ 42
46,M,547,En Couple,3,false,1179 HG 35
50,M,162,Célibataire,0,false,164 DL 87
38,F,541,Célibataire,0,false,3544 XL 36
48,M,248,Célibataire,0,false,4617 KT 58
23,M,563,En Couple,3,true,4542 OJ 68
30,M,467,Célibataire,0,false,6496 SK 58
31,M,883,En Couple,1,false,1519 NN 71
26,F,1244,En Couple,4,false,8402 WV 44
26,M,911,Célibataire,0,false,6988 MD 10
20,M,586,Célibataire,0,false,9321 CV 22
79,M,443,En Couple,3,false,3591 WT 42
54,M,187,En Couple,3,true,5282 SR 75
26,M,1251,Célibataire,0,false,8456 LN 64
79,F,171,En Couple,4,true,5931 PJ 75
21,M,170,En Couple,0,false,2709 HN 17
27,F,442,En Couple,2,true,4629 HD 37
44,M,1228,En Couple,0,false,2567 IM 83
64,F,209,En Couple,4,true,4722 HC 78
54,M,506,Célibataire,0,false,6651 BK 19
41,M,558,Célibataire,0,false,7911 GS 85
24, ,225,En Couple,0,true,1470 OJ 81
42,M,1126,Célibataire,0,false,6875 WS 35
49,M,1105,Célibataire,0,false,5408 PL 43
36,M,974,En Couple,2,false,6054 HA 66
50,M,826,En Couple,2,true,8114 BY 89
33,M,443,En Couple,4,false,1619 ET 40
29,M,595,En Couple,2,false,6999 XP 45
22,M,765,Célibataire,0,false,8093 EF 12
24,M,965,Célibataire,0,false,7350 XH 97
23,Masculin,456,En Couple,2,false,7413 AJ 43
55,M,431,En Couple,2,false,805 CC 48
38,M,1291,En Couple,4,false,1882 ZN 91
57,F,1111,En Couple,3,false,1199 AS 75
20,M,456,Célibataire,0,false,8782 AE 74
21,M,432,En Couple,3,false,5231 MM 85
22,M,939,Célibataire,0,false,8 PV 92
?,M,586,En Couple,0,false,3394 HD 54
25,M,501,En Couple,1,false,8620 BU 97
42,M,1391,Célibataire,0,false,3289 CL 53
44,F,1200,Seule,3,false,7284 YE 51
36,Masculin,881,En Couple,3,false,3060 RS 27
57,M,533,En Couple,0,false,4810 XZ 53
21,M,241,Célibataire,0,false,5703 KH 19
26,M,497,Célibataire,0,false,203 CJ 39
37,M,830,En Couple,4,false,7048 EU 75
18,F,214,En Couple,2,false,9861 BU 23
68,M,515,Marié(e),2,false,2222 OE 94
22,M,1186,En Couple,0,false,3833 JA 81
21,F,519,En Couple,1,false,979 MB 74
44,M,484,En Couple,1,true,2585 YL 32
39,M,796,En Couple,1,false,6339 SN 46
23,M,774,Célibataire,0,false,2026 ZA 74
78,M,498,En Couple,2,true,3850 XX 43
32,M,802,Célibataire,0,false,5043 DX 65
51,M,239,Marié(e),0,false,4169 HR 43
31,M,456,En Couple,4,false,1756 ZZ 12
58,F,177,Célibataire,0,false,9970 KE 59
84,M,202,En Couple,1,false,9135 RY 12
74,F,158,En Couple,4,false,615 TS 75
38,F,181,Célibataire,0,false,4810 OR 70
81,F,943,En Couple,0,false,5726 FC 87
41,M,240,En Couple,0,false,7067 ZJ 81
49,F,480,Seule,1,false,5631 VN 23
25,F,230,Célibataire,0,false,3138 XN 32
47,M,506,En Couple,4,false,8659 IC 81
69,M,551,En Couple,0,false,4593 SF 84
49,M,597,Célibataire,0,false,9079 VS 63
38,F,856,En Couple,0,true,8303 UT 76
75,M,762,En Couple,0,true,8039 KI 45
69,M,435,Seul,0,false,2160 DV 18
80,M,1049,En Couple,0,false,5155 QU 75
48,M,470,En Couple,2,false,9518 TN 89
44,F,171,En Couple,2,false,9196 QB 25
